Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
1198 Cusco Wanchaq - PVH,202503,Sofía V,Joe H,71148,2573285,36.16784274193549,68548.90710025336,41.5,35.5,37.53940753915373,2454686
V095 Monterrico - VIV,202505,María R,María R,71144,5558760,78.13350134408603,66564.51130952344,94.0,77.5,83.50936017770631,5550094
P262 Talara Municipalidad - PVH,202405,Sofía V,Melany A,71136,4580161,64.38612231182798,0,60.5,60.5,,0
P080 Bolichera - PVH,202409,Sebastián S,Rodolfo O,71100,5325657,74.90374305555557,0,80.0,80.5,,0
1198 Cusco Wanchaq - PVH,202411,Sofía V,Joe H,71064,2730367,38.421006944444436,0,41.5,35.5,,0
P221 Barranca - PVH,202509,Sofía V,José A,71059,2151722,30.28083333333333,77132.20400938427,32.5,32.0,27.89654979570157,2167554
SO06 Tarapoto 2 - PVO,202601,Sofía V,José A,71055,6021223,84.740315860215,84608.16627142856,84.0,76.0,84,7107086
P142 Chincha - PVH,202404,Sofía V,Joe H,71048,3646882,51.329541666666685,0,50.5,51.5,,0
P109 Dasso - PVS,202503,Hernán P,Daniel R,71034,5331605,75.05693548387097,75013.05347693575,87.0,77.5,71.07569953327264,5407039
P080 Bolichera - PVH,202404,Sebastián S,Rodolfo O,71021,5846282,82.31727777777778,0,80.0,80.5,,0
P207 Villa Marina - PVS,202511,Fátima L,Fátima L,71015,579949,8.166618055555556,58434.685114101325,11.5,10.0,9.924732183763377,646973
P177 Talara - PVH,202407,Sofía V,Melany A,70959,3833552,54.024522849462365,0,52.5,52.5,,0
1199 San Miguel - PVH,202411,Sebastián S,Vik E,70947,5649673,79.63195138888891,0,84.5,78.5,,0
P132 El Ejercito - PVS,202508,Hernán P,Daniel R,70917,2982382,42.05442876344084,68258.78973815918,53.5,52.0,43.69227599024861,3249228
P135 Colonial - PVH,202407,Sebastián S,Vik E,70904,3769582,53.16434139784946,0,63.0,59.0,,0
P144 Huacho - PVH,202502,Sofía V,José A,70899,3810704,53.748645833333356,80387.39976034696,58.0,58.5,47.40424956349593,4046501
P259 Moquegua - PVH,202402,Sofía V,Joe H,70893,4474720,63.119331896551756,0,68.0,68.5,,0
1199 San Miguel - PVH,202410,Sebastián S,Vik E,70893,5418427,76.43110887096776,0,84.5,78.5,,0
P191 Cine Rimac - PVS,202504,Fátima L,Fátima L,70822,657392,9.282243055555556,66285.16563022023,11.0,11.0,9.917627477425912,698243
1198 Cusco Wanchaq - PVH,202601,Sofía V,Joe H,70812,2723288,38.45780241935483,63000.27538729386,41.5,35.5,37.12487890603274,2338878
P037 Jockey Plaza - PVH,202602,Sebastián S,Johanna V,70812,4837239,68.3109375,72935.79966102088,75.5,70.5,63.4231141798556,4625816
P037 Jockey Plaza - PVH,202405,Sebastián S,Johanna V,70808,5276871,74.52346774193552,0,75.5,70.5,,0
P109 Dasso - PVS,202401,Hernán P,Daniel R,70783,5077161,71.72878360215054,0,87.0,77.5,,0
P201 Huaral - PVH,202506,Sofía V,José A,70744,3300782,46.65796527777778,74256.96746909631,52.0,52.0,44.450810913786555,3274226
P193 Trujillo Mansiche - PVS,202412,Fátima L,Fátima L,70744,1051277,14.860369623655917,0,13.5,12.5,,0
P201 Huaral - PVH,202406,Sofía V,José A,70721,3358151,47.4845486111111,0,52.0,52.0,,0
P201 Huaral - PVH,202504,Sofía V,José A,70689,3458485,48.92504166666665,69245.92571214793,52.0,52.0,49.944962023856256,3535540
P144 Huacho - PVH,202404,Sofía V,José A,70656,3990675,56.480277777777786,0,58.0,58.5,,0
P059 Callao - PVH,202409,Sebastián S,Vik E,70633,3468131,49.10101388888888,0,60.5,57.5,,0
V095 Monterrico - VIV,202603,María R,María R,70618,5651567,80.03004032258066,71839.23923915334,94.0,77.5,81.02314964838428,5820641
P141 Chosica - PVH,202411,Sebastián S,Rodolfo O,70550,3654668,51.80267361111111,0,55.0,55.5,,0
P132 El Ejercito - PVS,202406,Hernán P,Daniel R,70549,3291870,46.66068750000002,0,53.5,52.0,,0
P226 Paita - PVH,202408,Sofía V,Melany A,70548,4017919,56.9527620967742,0,56.0,60.0,,0
P206 La Paz - PVS,202406,Fátima L,Fátima L,70535,1046908,14.842333333333336,0,17.0,13.5,,0
P199 Grifo Kio - PVS,202512,Hernán P,Daniel R,70518,1861936,26.40364247311824,68137.12612996587,22.5,21.0,27.326309689793966,1509344
P135 Colonial - PVH,202501,Sebastián S,Vik E,70516,3637023,51.577251344086015,70196.30824498374,63.0,59.0,51.8121751831572,3729324
P037 Jockey Plaza - PVH,202502,Sebastián S,Johanna V,70511,4768710,67.6303125,68841.65268401148,75.5,70.5,69.27070725464347,5013216
P037 Jockey Plaza - PVH,202407,Sebastián S,Johanna V,70508,5385002,76.37413978494627,0,75.5,70.5,,0
P192 Sullana - PVH,202606,Sofía V,Melany A,70493,2564085,36.37370138888847,70630.52809033923,43.5,41.0,38.91402969668492,2748518
P215 Magdalena - PVS,202502,Hernán P,Daniel R,70440,955543,13.5653125,84249.26167001316,15.5,14.5,11.341855715515504,1026553
P132 El Ejercito - PVS,202507,Hernán P,Daniel R,70411,2992467,42.49997311827956,69566.043170248,53.5,52.0,43.01620623551316,3250088
P156 El Tambo Huancayo - PVS,202603,Hernán P,Daniel R,70390,1751367,24.880954301075274,76494.19545779674,31.0,27.0,27.070532526124346,2070739
P215 Magdalena - PVS,202407,Hernán P,Daniel R,70370,1018812,14.47786290322581,0,15.5,14.5,,0
P052 Brasil - PVH,202408,Sebastián S,Vik E,70366,3602962,51.20311827956987,0,61.5,56.0,,0
P132 El Ejercito - PVS,202401,Hernán P,Daniel R,70361,3228787,45.888810483870955,0,53.5,52.0,,0
P206 La Paz - PVS,202602,Fátima L,Fátima L,70360,930383,13.223177083333333,67875.89366094006,17.0,13.5,14.845130740132706,1007627
P192 Sullana - PVH,202504,Sofía V,Melany A,70330,2803706,39.86480555555556,65592.68175539063,43.5,41.0,42.744192415483646,3004173
1199 San Miguel - PVH,202409,Sebastián S,Vik E,70319,5410453,76.94137500000001,0,84.5,78.5,,0
P052 Brasil - PVH,202606,Sebastián S,Vik E,70314,3578619,50.89471527777799,68502.84720458942,61.5,56.0,52.84249079441889,3619861
P192 Sullana - PVH,202410,Sofía V,Melany A,70296,2523442,35.89715725806452,0,43.5,41.0,,0
P109 Dasso - PVS,202412,Hernán P,Daniel R,70255,6132746,87.29239919354835,0,87.0,77.5,,0
P132 El Ejercito - PVS,202601,Hernán P,Daniel R,70242,2990520,42.57458333333334,72859.64332253933,53.5,52.0,43.483853774506514,3168218
P216 Proceres - PVS,202509,Hernán P,Daniel R,70223,1018441,14.50288194444444,85196.49453410931,15.0,15.0,11.954025873591037,983476
P059 Callao - PVH,202406,Sebastián S,Vik E,70200,3731997,53.16266666666667,0,60.5,57.5,,0
P052 Brasil - PVH,202511,Sebastián S,Vik E,70188,3660686,52.155250000000024,78285.19225704353,61.5,56.0,46.76090451410545,3798326
P052 Brasil - PVH,202602,Sebastián S,Vik E,70178,3926842,55.95552083333332,74826.50416656012,61.5,56.0,52.84249079441889,3954019
P215 Magdalena - PVS,202405,Hernán P,Daniel R,70150,1035298,14.758333333333338,0,15.5,14.5,,0
P112 Ceres - PVH,202401,Sebastián S,Rodolfo O,70149,3587589,51.14205645161291,0,53.5,54.0,,0
P201 Huaral - PVH,202505,Sofía V,José A,70149,3582139,51.0644825268817,71777.20046153163,52.0,52.0,49.906362563134756,3538124
P132 El Ejercito - PVS,202605,Hernán P,Daniel R,70139,3170605,45.2048521505378,73725.17583249515,53.5,52.0,43.483853774506514,3205855
P105 Salamanca - PVS,202509,Hernán P,Daniel R,70113,2340837,33.386791666666674,70259.92606811432,44.0,40.5,33.316808613357324,2773529
P109 Dasso - PVS,202601,Hernán P,Daniel R,70105,4804352,68.5309879032258,75710.40340609358,87.0,77.5,73.9708420698925,5600362
P109 Dasso - PVS,202510,Hernán P,Daniel R,70051,4876260,69.60996639784949,75447.55624991596,87.0,77.5,64.6311177243124,5460769
P215 Magdalena - PVS,202507,Hernán P,Daniel R,70041,1039442,14.840470430107526,73888.81602557849,15.5,14.5,14.067648338554656,1071057
P109 Dasso - PVS,202411,Hernán P,Daniel R,70035,5447213,77.77797222222222,0,87.0,77.5,,0
X210 Santa Cruz - PVE,202508,Fátima L,Fátima L,69984,328881,4.699361559139785,53413.00596444527,8.5,6.5,6.157321125474981,379288
P191 Cine Rimac - PVS,202401,Fátima L,Fátima L,69982,649660,9.283279569892477,0,11.0,11.0,,0
P141 Chosica - PVH,202401,Sebastián S,Rodolfo O,69944,3497009,49.997499999999995,0,55.0,55.5,,0
P192 Sullana - PVH,202402,Sofía V,Melany A,69936,3053011,43.65455459770114,0,43.5,41.0,,0
P107 Mercaderes - PVS,202606,Hernán P,Daniel R,69936,1986541,28.405319444444427,0,33.0,31.5,35.22317754154448,
P181 Supermercados SKA - PVE,202507,Fátima L,Fátima L,69935,719985,10.29508064516129,82577.29127739018,11.5,12.0,8.718927914230742,888569
P135 Colonial - PVH,202508,Sebastián S,Vik E,69927,3498120,50.02525537634409,77089.00118231433,63.0,59.0,45.377683409426965,3970265
P052 Brasil - PVH,202601,Sebastián S,Vik E,69897,3799222,54.35424731182797,71821.34205908483,61.5,56.0,52.84249079441889,3795219
P052 Brasil - PVH,202409,Sebastián S,Vik E,69853,3378992,48.37306250000002,0,61.5,56.0,,0
P220 Trujillo Valcarcel - PVS,202603,Fátima L,Fátima L,69811,999878,14.322668010752686,62586.084885250384,13.5,14.5,13.189776457714554,825496
V095 Monterrico - VIV,202501,María R,María R,69803,5320582,76.22237903225806,68388.9974410591,94.0,77.5,77.7988034491298,5172297
V095 Monterrico - VIV,202508,María R,María R,69789,5398976,77.36176075268818,71586.95244874613,94.0,77.5,75.41843974801813,5557073
P191 Cine Rimac - PVS,202408,Fátima L,Fátima L,69746,665656,9.544038978494626,0,11.0,11.0,,0
P215 Magdalena - PVS,202509,Hernán P,Daniel R,69728,1006904,14.440465277777774,81223.637300053,15.5,14.5,12.396685785941072,1215443
1198 Cusco Wanchaq - PVH,202506,Sofía V,Joe H,69711,2536119,36.38055555555555,77293.2659468277,41.5,35.5,32.811636420495816,2568338
P105 Salamanca - PVS,202407,Hernán P,Daniel R,69697,2595941,37.24620967741935,0,44.0,40.5,,0
P181 Supermercados SKA - PVE,202402,Fátima L,Fátima L,69686,788843,11.31998563218391,0,11.5,12.0,,0
P109 Dasso - PVS,202511,Hernán P,Daniel R,69644,4891799,70.24004166666667,73537.18558203604,87.0,77.5,66.5214379810993,5441491
P096 San Jorge - PVS,202412,Hernán P,Daniel R,69629,4111245,59.04481182795702,0,53.5,51.0,,0
P118 Alfonso Ugarte - PVH,202503,Sebastián S,Vik E,69617,3465965,49.78604166666666,80360.20241763379,47.5,43.0,43.13037132469253,3956911
P206 La Paz - PVS,202505,Fátima L,Fátima L,69598,1000164,14.370510752688176,84060.7252060661,17.0,13.5,11.898109819397858,1090567
P104 Arequipa - PVH,202510,Sofía V,Joe H,69594,4269464,61.34784946236557,81165.4518748479,70.5,69.5,52.60198941026349,5217601
P108 Ayacucho - PVS,202407,Hernán P,Daniel R,69585,3256569,46.80012768817203,0,51.0,49.0,,0
P107 Mercaderes - PVS,202508,Hernán P,Daniel R,69567,2243869,32.254993279569895,59099.758750926645,33.0,31.5,37.967479519784284,2524542
P109 Dasso - PVS,202505,Hernán P,Daniel R,69526,5120724,73.65209005376344,65970.4442338094,87.0,77.5,77.62148124774436,5606297
P142 Chincha - PVH,202402,Sofía V,Joe H,69499,3815119,54.89468390804598,0,50.5,51.5,,0
P206 La Paz - PVS,202401,Fátima L,Fátima L,69467,1018705,14.664576612903225,0,17.0,13.5,,0
P238 Grifo Mexico - PVH,202503,Sebastián S,Rodolfo O,69426,1823537,26.265806451612917,68787.72041901806,27.0,27.0,26.50962466690259,1779198
P109 Dasso - PVS,202404,Hernán P,Daniel R,69418,5245136,75.55853472222223,0,87.0,77.5,,0
P123 El Chacarero - PVH,202509,Sofía V,Melany A,69413,8045446,115.90629166666677,81772.04333373254,88.5,92.5,98.38870905016383,6210214
P052 Brasil - PVH,202403,Sebastián S,Vik E,69396,4362813,62.8684677419355,0,61.5,56.0,,0
V095 Monterrico - VIV,202403,María R,María R,69357,5572566,80.34640456989251,0,94.0,77.5,,0
P132 El Ejercito - PVS,202410,Hernán P,Daniel R,69350,3226436,46.523985215053756,0,53.5,52.0,,0
P107 Mercaderes - PVS,202505,Hernán P,Daniel R,69337,2358692,34.017836021505374,60133.840312378794,33.0,31.5,39.224041367510225,2590234
P227 San Isidro - PVH,202502,Sebastián S,Johanna V,69324,4604128,66.41510416666665,74809.7241612663,68.0,60.5,61.5445189996282,4732624
P089 Risso - PVH,202404,Sebastián S,Vik E,69299,4445652,64.15208333333334,0,61.5,48.5,,0
P120 Universitaria - PVH,202504,Sebastián S,Vik E,69296,4241333,61.20566666666668,79980.22752204827,69.5,59.0,53.02977250009429,5098134
1199 San Miguel - PVH,202407,Sebastián S,Vik E,69288,5884099,84.9217607526882,0,84.5,78.5,,0
P059 Callao - PVH,202411,Sebastián S,Vik E,69270,3567039,51.49443055555558,0,60.5,57.5,,0
P134 Centro Civico - PVH,202410,Sebastián S,Vik E,69260,4833644,69.78967069892472,0,79.5,67.0,,0
P208 La Victoria PVS,202403,Fátima L,Fátima L,69259,582289,8.407385752688173,0,10.0,9.0,,0
P096 San Jorge - PVS,202606,Hernán P,Daniel R,69154,2929767,42.3658958333332,65058.93847945368,53.5,51.0,45.51580955836195,2961210
P191 Cine Rimac - PVS,202409,Fátima L,Fátima L,69135,634753,9.181326388888891,0,11.0,11.0,,0
P156 El Tambo Huancayo - PVS,202606,Hernán P,Daniel R,69056,1641535,23.77122222222227,57171.47031394498,31.0,27.0,27.070532526124346,1547662
P134 Centro Civico - PVH,202409,Sebastián S,Vik E,69052,4776219,69.16884722222223,0,79.5,67.0,,0
P123 El Chacarero - PVH,202404,Sofía V,Melany A,69045,5627454,81.50464583333333,0,88.5,92.5,,0
P037 Jockey Plaza - PVH,202401,Sebastián S,Johanna V,69021,5052296,73.19953629032254,0,75.5,70.5,,0
P052 Brasil - PVH,202504,Sebastián S,Vik E,68990,3569671,51.7417638888889,64328.06185829135,61.5,56.0,55.49165553695131,3964103
P132 El Ejercito - PVS,202502,Hernán P,Daniel R,68981,3056310,44.30671875,74824.1925787873,53.5,52.0,40.84654781649411,3421756
P207 Villa Marina - PVS,202507,Fátima L,Fátima L,68979,598305,8.673790322580647,68438.70728559828,11.5,10.0,8.742204429771613,678355
P262 Talara Municipalidad - PVH,202404,Sofía V,Melany A,68963,4550700,65.98744444444444,0,60.5,60.5,,0
P134 Centro Civico - PVH,202506,Sebastián S,Vik E,68942,4864150,70.5539236111111,79688.8429441062,79.5,67.0,61.039287939112356,5574830
P215 Magdalena - PVS,202506,Hernán P,Daniel R,68936,1033362,14.990159722222224,74900.67326732671,15.5,14.5,13.796425785277616,1086062
P105 Salamanca - PVS,202404,Hernán P,Daniel R,68909,2564931,37.22177083333334,0,44.0,40.5,,0
V095 Monterrico - VIV,202601,María R,María R,68903,5175743,75.11616263440857,67196.4127157154,94.0,77.5,81.02314964838428,5444465
P108 Ayacucho - PVS,202404,Hernán P,Daniel R,68807,3359027,48.81775694444445,0,51.0,49.0,,0
P177 Talara - PVH,202408,Sofía V,Melany A,68799,3556032,51.68690860215054,0,52.5,52.5,,0
P198 Chorrillos Iglesias - PVS,202605,Fátima L,Fátima L,68767,657953,9.567795698924739,61076.21775449285,11.5,10.0,10.042294324207418,613345
P104 Arequipa - PVH,202509,Sofía V,Joe H,68734,4292560,62.452152777777805,75171.97776945872,70.5,69.5,57.10318894581492,4925299
P059 Callao - PVH,202410,Sebastián S,Vik E,68717,3492481,50.82442204301075,0,60.5,57.5,,0
P106 Valle Hermoso - PVH,202502,Hernán P,Daniel R,68621,6659969,97.05375,83583.71573503097,106.0,94.5,79.68022085920171,6974699
P206 La Paz - PVS,202407,Fátima L,Fátima L,68611,1072349,15.629334677419358,0,17.0,13.5,,0
P110 Corpac - PVS,202603,Hernán P,Daniel R,68611,2244985,32.72048387096774,68538.8802181834,41.5,43.0,33.73046601200038,2311848
P192 Sullana - PVH,202409,Sofía V,Melany A,68609,2688404,39.18459027777775,0,43.5,41.0,,0
P037 Jockey Plaza - PVH,202411,Sebastián S,Johanna V,68589,5053187,73.67334722222223,0,75.5,70.5,,0
P132 El Ejercito - PVS,202504,Hernán P,Daniel R,68517,2984682,43.56143749999999,71378.63395667811,53.5,52.0,41.81478622596638,3139985
P198 Chorrillos Iglesias - PVS,202603,Fátima L,Fátima L,68503,707382,10.326223118279572,71490.50034008658,11.5,10.0,10.042294324207418,717929
P191 Cine Rimac - PVS,202503,Fátima L,Fátima L,68484,686383,10.022466397849465,80092.75951621337,11.0,11.0,8.56984906183753,745290
P177 Talara - PVH,202505,Sofía V,Melany A,68483,3411281,49.812385752688165,59330.73759418489,52.5,52.5,57.4960222698183,3467483
P132 El Ejercito - PVS,202510,Hernán P,Daniel R,68466,2795187,40.82618279569893,72817.45362828081,53.5,52.0,38.38621993387595,3327061
P181 Supermercados SKA - PVE,202508,Fátima L,Fátima L,68421,686361,10.031404569892471,80955.4058724498,11.5,12.0,8.478263095628277,829307
P261 El Agustino - PVH,202403,Sebastián S,Rodolfo O,68419,2416952,35.32558467741935,0,34.0,34.0,,0
P220 Trujillo Valcarcel - PVS,202403,Fátima L,Fátima L,68396,1041441,15.226646505376346,0,13.5,14.5,,0
P201 Huaral - PVH,202405,Sofía V,José A,68359,3408610,49.86319220430108,0,52.0,52.0,,0
P105 Salamanca - PVS,202502,Hernán P,Daniel R,68342,2406858,35.217968750000004,75126.74506948929,44.0,40.5,32.03730279774201,2496087
P258 Chaclacayo - PVS,202503,Hernán P,Daniel R,68339,1319679,19.310685483870966,71216.25226930217,19.0,21.5,18.530591514555848,1421687
P134 Centro Civico - PVH,202510,Sebastián S,Vik E,68262,4516043,66.15724462365591,72723.17283019073,79.5,67.0,62.09908539806151,5292564
P198 Chorrillos Iglesias - PVS,202401,Fátima L,Fátima L,68258,709637,10.396317204301075,0,11.5,10.0,,0
P207 Villa Marina - PVS,202606,Fátima L,Fátima L,68246,592249,8.678104166666675,53792.800664865514,11.5,10.0,10.042294324207418,540203
V095 Monterrico - VIV,202408,María R,María R,68178,5388798,79.04006720430108,0,94.0,77.5,,0
1199 San Miguel - PVH,202406,Sebastián S,Vik E,68167,5714080,83.82509722222223,0,84.5,78.5,,0
P198 Chorrillos Iglesias - PVS,202403,Fátima L,Fátima L,68146,778503,11.424018817204304,0,11.5,10.0,,0
P158 Villa el Salvador - PVS,202503,Hernán P,Daniel R,68114,2551029,37.45244623655913,63044.22098247958,45.5,42.5,40.464126770778066,2645582
V090 Pezet - VIV,202603,María R,María R,68100,3979052,58.42986559139786,63702.45678503352,66.0,65.5,58.11608116140653,3702137
P104 Arequipa - PVH,202506,Sofía V,Joe H,68083,4488061,65.92006944444444,80288.07852051398,70.5,69.5,55.89947016671073,4828109
P105 Salamanca - PVS,202501,Hernán P,Daniel R,68081,2516043,36.95680107526883,76947.93052473244,44.0,40.5,32.6979913929108,2720340
P037 Jockey Plaza - PVH,202409,Sebastián S,Johanna V,68075,4742536,69.66589583333338,0,75.5,70.5,,0
P723 Puruchuco - PVH,202502,Sebastián S,Rodolfo O,68029,5721232,84.09994791666666,80481.16780145302,94.5,97.0,71.08783354280193,7170208
P208 La Victoria PVS,202409,Fátima L,Fátima L,68012,528126,7.765187500000001,0,10.0,9.0,,0
P156 El Tambo Huancayo - PVS,202511,Hernán P,Daniel R,68009,1650909,24.27478472222222,68980.11196351137,31.0,27.0,23.93311612589563,1579422
P258 Chaclacayo - PVS,202601,Hernán P,Daniel R,68004,1117393,16.431323924731185,65993.62656648735,19.0,21.5,17.464859694273773,1152569
P105 Salamanca - PVS,202411,Hernán P,Daniel R,67986,2567285,37.76213194444445,0,44.0,40.5,,0
P156 El Tambo Huancayo - PVS,202407,Hernán P,Daniel R,67984,1757976,25.858649193548384,0,31.0,27.0,,0
P132 El Ejercito - PVS,202404,Hernán P,Daniel R,67980,3227990,47.48464583333333,0,53.5,52.0,,0
P105 Salamanca - PVS,202507,Hernán P,Daniel R,67976,2465488,36.270020161290326,73181.61979720822,44.0,40.5,33.68998823518874,2696459
P123 El Chacarero - PVH,202504,Sofía V,Melany A,67974,9037321,132.95187499999997,72496.81480222369,88.5,92.5,124.65818442719775,6319758
P177 Talara - PVH,202403,Sofía V,Melany A,67963,3774569,55.53836693548387,0,52.5,52.5,,0
P052 Brasil - PVH,202505,Sebastián S,Vik E,67962,3684553,54.214717741935495,66469.98382984962,61.5,56.0,55.43182813812242,3923407
P110 Corpac - PVS,202511,Hernán P,Daniel R,67950,2100302,30.909423611111116,64960.94646936137,41.5,43.0,32.33177107403448,2410746
P216 Proceres - PVS,202502,Hernán P,Daniel R,67948,983161,14.469218750000001,86581.68860987703,15.0,15.0,11.355299091358255,1111856
P193 Trujillo Mansiche - PVS,202402,Fátima L,Fátima L,67923,935322,13.770387931034488,0,13.5,12.5,,0
P156 El Tambo Huancayo - PVS,202408,Hernán P,Daniel R,67883,1795920,26.456095430107517,0,31.0,27.0,,0
P112 Ceres - PVH,202409,Sebastián S,Rodolfo O,67882,3555248,52.373756944444445,0,53.5,54.0,,0
P226 Paita - PVH,202501,Sofía V,Melany A,67864,3602615,53.085685483870954,78938.84491722396,56.0,60.0,45.6380504905758,4553715
P262 Talara Municipalidad - PVH,202410,Sofía V,Melany A,67854,4277187,63.03547043010753,0,60.5,60.5,,0
P258 Chaclacayo - PVS,202403,Hernán P,Daniel R,67825,1426973,21.039045698924728,0,19.0,21.5,,0
P181 Supermercados SKA - PVE,202411,Fátima L,Fátima L,67814,782567,11.5399375,0,11.5,12.0,,0
1199 San Miguel - PVH,202401,Sebastián S,Vik E,67794,5172368,76.2957190860215,0,84.5,78.5,,0
X209 Bolognesi - PVE,202512,Fátima L,Fátima L,67792,637678,9.406391129032244,66384.57616002622,11.0,10.0,9.605813532089414,668856
P059 Callao - PVH,202606,Sebastián S,Vik E,67768,3530697,52.09978472222218,71159.35823190627,60.5,57.5,51.161312105083525,3640606
